Tweet,Labels,0,1,2,3,4,5,6,7,8,9,10
request am take maximum carrier couid visit am cost,"[2, 4]",0,0,1,0,1,0,0,0,0,0,0
corona virus joke best april fool prank ever,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
break news john widen nancy pesos save unit state band spread country,[10],0,0,0,0,0,0,0,0,0,0,1
dont wan na go school tomorrow im busy think bout corona,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
april it announce couid joke fell pal,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
wake morn april hear news couid bad thing miracle disappear,"[0, 3]",1,0,0,1,0,0,0,0,0,0,0
update couid prepare resource rural capita area common partner,[8],0,0,0,0,0,0,0,0,1,0,0
actual bout block like damn want see tweet yall depress yall get dick,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
day quarantine wish whole corona thing april fool,"[0, 2, 7]",1,0,1,0,0,0,0,1,0,0,0
peopl already talk second corona wave like maam even done happen,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
tuberculosis big vaccine could potent weapon combat deadly hope work,[0],1,0,0,0,0,0,0,0,0,0,0
everyth see corona virus read card is voice pleas make stop,[10],0,0,0,0,0,0,0,0,0,0,1
year theyll make history american girl doll live follow recess,[10],0,0,0,0,0,0,0,0,0,0,1
get cure ima go somewhere pack give,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
show single temple find hidden corona person count mani mosque though,"[0, 4, 6]",1,0,0,0,1,0,1,0,0,0,0
want get taco bell taco tuesday im risk get corona cheese gordian,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
to japan show must go despite couid,[6],0,0,0,0,0,0,1,0,0,0,0
break isa oh confirm couid case pass away serious conduit lentil,[8],0,0,0,0,0,0,0,0,1,0,0
resign since let everybody fly bitch give us corona,[6],0,0,0,0,0,0,1,0,0,0,0
ive migraine hour corona mold bleach find next time fuck,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
okay think token win caus wrote tendon song like bake bake ni ore nani wo corona dayroom,[10],0,0,0,0,0,0,0,0,0,0,1
usa in peopl test till corona great job preside need,[1],0,1,0,0,0,0,0,0,0,0,0
deliver spread corona entity treatment attempt murder file,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
batman scare bat stop eat scare may get corona,[10],0,0,0,0,0,0,0,0,0,0,1
faith healer make peopl walk shit dont see cure couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
ok corona leav mi cumin aisha cu e online class can,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
preemptive strike post april fool day stuff tomorrow ill never forgive neither anyon els,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
dashboard central govt reliable inform state couid india state,"[0, 5, 7, 9]",1,0,0,0,0,1,0,1,0,1,0
aw april fool joke cant hands self quarantine anymor,[5],0,0,0,0,0,1,0,0,0,0,0
joke arent funny dude pal are die,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
ready say whole corona virus big april fool,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
couid ruin lifetime event lik debut son baby,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
republican kill american remove office america couid couid,[6],0,0,0,0,0,0,1,0,0,0,0
media virus powerful couid,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
couid is yellowstone super volcano couid,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
cool pal april fool joke pleas pleas promise wont get mad,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
april wish better given health loss corona virus,"[0, 2]",1,0,1,0,0,0,0,0,0,0,0
founder said don't in toward effort tackle tandem,[8],0,0,0,0,0,0,0,0,1,0,0
couid great unmask unmask politician govern company citizen remem peopl,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
joe exit jail be he one meth trip away make cure corona,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
im ready take boy college tour eff couid,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
aint worry corona im tryna catch feel ever girl casual covers,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
cap could put induce coma corona shit end badass would,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
new death confirm india total place already worldwide couid india,[8],0,0,0,0,0,0,0,0,1,0,0
govern come today like april fool aint,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
boyfriend call said miss pleas corona go away shoo shoo,[5],0,0,0,0,0,1,0,0,0,0,0
still gon na airplane pollute factory pollute dont stop corona,"[3, 4, 6]",0,0,0,1,1,0,1,0,0,0,0
tell family am theyll think virus kill,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
mess wild camp hope stay safe get past back normal soon wood call,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
complain abt am mod still lab bibi response ada corona pak hahaha,[10],0,0,0,0,0,0,0,0,0,0,1
oh jesus swimsuit model play mari antoinette disgust couid,[6],0,0,0,0,0,0,1,0,0,0,0
guess got test corona isn't allow leav room week fuck,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
im still wait someone jump say april fool whole corona situate,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
aye corona shit got think dawg hard avoid catch feel like half us soul gon catch shit,"[3, 4, 5]",0,0,0,1,1,1,0,0,0,0,0
franc case death couid franc,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
google drug dealer found mani treasure,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
since condo money family devant news couid,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
anyon share punjabi whatsapp voice note aunt tell eva cure corona,"[3, 9, 10]",0,0,0,1,0,0,0,0,0,1,1
i follow thank yall couid,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
as dog cat carry couid hong kong scientist,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
alway tear jim got michael office goodbye michael ever damn time couid,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
put caitlin bennett job what gon na hop zoom link,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
corona virus im go eat spark pizza jackson to understand,[0],1,0,0,0,0,0,0,0,0,0,0
whole world frighten couid ok admin feel feasible time define domicile,"[0, 4, 6]",1,0,0,0,1,0,1,0,0,0,0
really get early april fool joke corona virus suh,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
trump charge peopl wonder went wrong couid,[6],0,0,0,0,0,0,1,0,0,0,0
never seen jogger life hey everyone look expose corona shutdown fling idiot,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
january kobe bryant death february we march outbreak april return,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
mani asshole gon na tell peopl corona april fool gag,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
corona immune certify come german first mani nation line phase place,"[0, 8, 9]",1,0,0,0,0,0,0,0,1,1,0
salt am person screen corona virus,"[1, 4, 9]",0,1,0,0,1,0,0,0,0,1,0
aunt uncle test posit couid week ago office recon,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
shit simple yall got corona download bad software,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
even corona crisis fascist regime make move demography chang kashmir evil,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
far quarantine taught antisocial introvert dont need nobody twitter biggest liar,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
still wait my corona say april fool of,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
stay safe couid doesn't care part affirm one immune find peace,"[2, 4]",0,0,1,0,1,0,0,0,0,0,0
ok runny candor stuff nose symptom couid im see lot conflict info,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
whoever say there vaccine april fool joke might found dead april and,[6],0,0,0,0,0,0,1,0,0,0,0
idea accept head shave challenge nurse work corona couid,"[1, 4, 9]",0,1,0,0,1,0,0,0,0,1,0
viet nam dead never disappear death stay fore,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
mexico report case death health ministry couid,[8],0,0,0,0,0,0,0,0,1,0,0
idea accept head shave challenge nurse work corona couid,"[1, 4, 6]",0,1,0,0,1,0,1,0,0,0,0
corona diary video one thing hold toget thank laugh wonder wonder human,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
revolt instead evolve time revolt corona stays,[0],1,0,0,0,0,0,0,0,0,0,0
need watch human deena kar gay corona season reignite love bollywood move,[10],0,0,0,0,0,0,0,0,0,0,1
keep stylist busy close april want trim hair color done that,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
least know crush home anyth cant go cant take girl thank corona virus,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
april fool day cancel preside call corona hoax dismiss,[10],0,0,0,0,0,0,0,0,0,0,1
one friend hospital corona virus pleas safe take serious,[5],0,0,0,0,0,1,0,0,0,0,0
alright world got less hour get punch line extra long april fool prank,[10],0,0,0,0,0,0,0,0,0,0,1
take mind even watch it plenty sauce not worry,"[0, 8]",1,0,0,0,0,0,0,0,1,0,0
spread rumour corona special india china hardly punish,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
soon thing settle bit dont know im go stay home day,"[4, 9, 10]",0,0,0,0,1,0,0,0,0,1,1
ladoo someone said corona took yall job yall worry bout mexican,[10],0,0,0,0,0,0,0,0,0,0,1
un chief term couid worst crisis world war ii,"[5, 8, 9]",0,0,0,0,0,1,0,0,1,1,0
corona virus made realize took normal life grant like want everyth normal bad,"[4, 5]",0,0,0,0,1,1,0,0,0,0,0
outbreak india case week case day,[8],0,0,0,0,0,0,0,0,1,0,0
virus prove nature god differ hygiene import religion faith,"[5, 6, 9]",0,0,0,0,0,1,1,0,0,1,0
stuck door lost track today thursday april couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
serious note im hope corona virus one extend april fool joke,"[2, 3, 4]",0,0,1,1,1,0,0,0,0,0,0
away corona virus ye know couid also wash ni kama hiyo topic ya chem,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
san diego city count leader say open convent center hous homeless couid outbreak,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
tomorrow april fool day cant wait govern announce prank,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
already april time fast tandem take long couid,[5],0,0,0,0,0,1,0,0,0,0,0
corona for got ta get caus im tri go baseball game,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
cat differ virus call felon new doesn't affect human make poor kitty sick,[5],0,0,0,0,0,1,0,0,0,0,0
zak talk pretty much lockdown didn't get see,"[5, 6, 8]",0,0,0,0,0,1,1,0,1,0,0
ya ran el corona get better asian ana aya moot,"[2, 3]",0,0,1,1,0,0,0,0,0,0,0
feel there gon na lot corona relax april fool joke your consider make one let say dont,[6],0,0,0,0,0,0,1,0,0,0,0
properly stay administer all hands thing,"[6, 8, 9]",0,0,0,0,0,0,1,0,1,1,0
lung im smoke is corona final show shut shit,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
canadian return check expect upon arrive canadian airport couid,"[3, 8, 9]",0,0,0,1,0,0,0,0,1,1,0
donald trump blame patient spread virus great frack job,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
couid first patient uk use dyson lentil they pick nice,"[8, 10]",0,0,0,0,0,0,0,0,1,0,1
corona end today havent pay bill serious pay pleas,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
casa bonita final got bankrupt corona emma real upset,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
mme el grouch finna all couid even tri,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
pull bedroom thank good ole corona indoor plant yet rest assure they way,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
watch corona virus baby go everywhere everyth,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
hate april you corona go away,[6],0,0,0,0,0,0,1,0,0,0,0
move image ny say heart breaks didn't go like couid,[5],0,0,0,0,0,1,0,0,0,0,0
ok am central time april fool day admit big prank right,"[0, 3]",1,0,0,1,0,0,0,0,0,0,0
young boy said song go die like got,[10],0,0,0,0,0,0,0,0,0,0,1
wan na apology corona still caus jah know summer gon na mod,[10],0,0,0,0,0,0,0,0,0,0,1
maybe whole thing really bad april fool joke cant wait find tomorrow finger cross,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
whoever call virus corona certainly knew right good time,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
quit good time release result like ore open goal everyone look way couid,"[6, 9, 10]",0,0,0,0,0,0,1,0,0,1,1
soooo corona long await april fool joke pleas,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
outbreak india case week case day logic oo may god,"[4, 8, 9]",0,0,0,0,1,0,0,0,1,1,0
tomorrow april fool maybe final admit corona thing joke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
hey ivana hope away corona virus start beer,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
expect soon vaccine uk produce couid,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
say ima call back stay corona free enjoy rest day,[0],1,0,0,0,0,0,0,0,0,0,0
pleas stop use defend service fight corona precious gem save first,"[4, 6, 9]",0,0,0,0,1,0,1,0,0,1,0
ke star corona fail race hair blast dat corona terror camp,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
bad luck got didn't send text friend,[10],0,0,0,0,0,0,0,0,0,0,1
life expense im even good time corona,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
fuck corona nice enjoy it child gender reveal your selfish as karma gon get yo ass,[6],0,0,0,0,0,0,1,0,0,0,0
corona almost made nigga forget april,[10],0,0,0,0,0,0,0,0,0,0,1
trump made couid much work ye airport test joke probably made thing lot work,[6],0,0,0,0,0,0,1,0,0,0,0
first person see say test posit april fool joke get drop kick,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
donald trump don't salary fight ask raise really need know,"[1, 9]",0,1,0,0,0,0,0,0,0,1,0
social withdraw make want blog everyday would probably bore damn need peopl couid blogger withdraw,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
feel good live communist state california common good thwart virus,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
april fool day you pretend you corona im block you,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
watch lit go faster dollar fill ga tank soul couid,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
someone said corona virus pleas disband petit sign,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
almost catch corona come clutch claro wipe bless,"[1, 10]",0,1,0,0,0,0,0,0,0,0,1
substantia claim require substantia evil remem next time see conspiracy theory couid couid,"[6, 7, 9]",0,0,0,0,0,0,1,1,0,1,0
new way get happy couid watch dog video prank video give life,[0],1,0,0,0,0,0,0,0,0,0,0
kinda annoy corona decide show lost weight ab look real good pool rip true skinny dream,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
hope corona bitch got spring break get way drunk mystery disappear,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
charge anti corona virus product like medic mask hand saint thermometer,"[1, 9]",0,1,0,0,0,0,0,0,0,1,0
conduit german toget win battle let us unit fight tandem great nigerian,[0],1,0,0,0,0,0,0,0,0,0,0
cant wait see mani peopl think use corona april fool joke funny,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
catch sneeze spread disease met away couid tandem,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
mimic eat higher food chain that cure corona virus dont eat aim eat aim garbage dump,[6],0,0,0,0,0,0,1,0,0,0,0
didn't get ice coffe today corona shit get hand,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
new corona virus case us today,"[4, 8, 9]",0,0,0,0,1,0,0,0,1,1,0
day family time fully finland rel expect entry corona,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
insert crappy got corona virus april fool joke,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
mother law ex boyfriend die last night rip do,[5],0,0,0,0,0,1,0,0,0,0,0
person take part salsa may infect novel corona virus,"[3, 4, 8]",0,0,0,1,1,0,0,0,1,0,0
hope dont see couid etc joke april fool,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
im looked mad fact mom cant wit first grandchild born suck stupid corona virus,[6],0,0,0,0,0,0,1,0,0,0,0
fuck shit doctor creat fear corona clue everywhere,[6],0,0,0,0,0,0,1,0,0,0,0
corona infect peopl antivirus compute dammit,[10],0,0,0,0,0,0,0,0,0,0,1
ay work haha im still corona free big,[10],0,0,0,0,0,0,0,0,0,0,1
bus cough syrup bottle little shot glass way,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
tell friend hasn't rain since corona start look outside rain im hope,[0],1,0,0,0,0,0,0,0,0,0,0
im gon na hot girl summer bitch thought,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
supes go port im stuck home cant even go love corona,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
yeah got corona i hoe are i,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
yall tell amish go yall know dont elect,[10],0,0,0,0,0,0,0,0,0,0,1
hope corona virus stuff big april fool prank govern,[10],0,0,0,0,0,0,0,0,0,0,1
american kill corona virus idol china,"[6, 7, 10]",0,0,0,0,0,0,1,1,0,0,1
april fool wish outbreak one big prank,"[0, 3, 5, 10]",1,0,0,1,0,1,0,0,0,0,1
imagine tomorrow govern say april fool corona fake,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
move country corona virus final accept islam india,"[8, 10]",0,0,0,0,0,0,0,0,1,0,1
april fool hah like outbreak joke cry help,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
wait text like haha april fool,[10],0,0,0,0,0,0,0,0,0,0,1
day even year go one couid station next,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
current mayor former teacher announce corona pray heal well,[2],0,0,1,0,0,0,0,0,0,0,0
ive gone dont drink anymor damn miss tequila thank shit,"[1, 6, 10]",0,1,0,0,0,0,1,0,0,0,1
bong bong marco test posit time alive,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
corona virus joke guy dont worry april fool,[10],0,0,0,0,0,0,0,0,0,0,1
okay april fool day pleas tell us joke laugh out loud,[10],0,0,0,0,0,0,0,0,0,0,1
never see alarm among poor nigerian someone tell money share couid,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
yet anyth minut ago snow earthquake know part,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
good thing corona virus bullshit ive stop touch face use least time day,[10],0,0,0,0,0,0,0,0,0,0,1
happen corona lose fuck mind room everyday,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
saw first corona april fool joke maybe ill abstain social media today,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
corona stuff emma need shot vodka chaser,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
got call work today schedule two day week corona shit need go,"[4, 5, 6]",0,0,0,0,1,1,1,0,0,0,0
corona shi really shitty bro day day,"[3, 5, 6]",0,0,0,1,0,1,1,0,0,0,0
im ready corona aint stop shit,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
im pain freak pizza ill corona first,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
look thing told person lost dad need drop fuck volcano,[6],0,0,0,0,0,0,1,0,0,0,0
yall text yall still ask home,[10],0,0,0,0,0,0,0,0,0,0,1
funny relationship relationship like nigga make mind test us dude,[10],0,0,0,0,0,0,0,0,0,0,1
would you joke abt corona wif funny sia,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
twitter want update couid really dont show pictur baby aim cope anxiety,"[4, 9]",0,0,0,0,1,0,0,0,0,1,0
great loss would end side punching couid lifeless,"[0, 4, 5]",1,0,0,0,1,1,0,0,0,0,0
yessir symptom couid expect high i,"[8, 9, 10]",0,0,0,0,0,0,0,0,1,1,1
whole corona thing go away miss girlfriend havent all see it,[5],0,0,0,0,0,1,0,0,0,0,0
let prank someone corona pleas teen young adult could stay away thank you,"[5, 6, 9]",0,0,0,0,0,1,1,0,0,1,0
anyon dare plot graph income is couid car,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
marx molecular announce active compound we reduce replica vitro,[8],0,0,0,0,0,0,0,0,1,0,0
took aspirin kill nate club justify transmit go give corona virus,"[4, 7, 10]",0,0,0,0,1,0,0,1,0,0,1
realize florida hot weather yet couid case still rise summer wont stop virus,"[3, 4]",0,0,0,1,1,0,0,0,0,0,0
hey keep eye ball couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
donald trump someth watch see he smarter anybody els let keep eye,"[0, 7, 9, 10]",1,0,0,0,0,0,0,1,0,1,1
hope guy work special couid burger reopen,[10],0,0,0,0,0,0,0,0,0,0,1
hey your wear mask help spread other,"[1, 10]",0,1,0,0,0,0,0,0,0,0,1
pretend april fool day joke your piece shit,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
india report new case day couid,[8],0,0,0,0,0,0,0,0,1,0,0
gym white hous predict ok death us stay yall ass to home damn,"[3, 4]",0,0,0,1,1,0,0,0,0,0,0
april fool pleas already enough couid fear okay,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
they take fat ass min come back i result corona brush,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
gon na build startup company service offer,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
bhai better come tell us corona thing stay home till the,"[2, 5, 6]",0,0,1,0,0,1,1,0,0,0,0
corona really got sleep schedule fuck liter practice hour im wide away,[6],0,0,0,0,0,0,1,0,0,0,0
day go day meet so corona thing got away,[5],0,0,0,0,0,1,0,0,0,0,0
new corona case west resist ap hit total half century,"[8, 9, 10]",0,0,0,0,0,0,0,0,1,1,1
bitch even dont finish homework discipline teacher huh im gon na tell corona run away,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
okay april fool joke little early stop,"[0, 5, 10]",1,0,0,0,0,1,0,0,0,0,1
worldwide death count cross infect couid,[8],0,0,0,0,0,0,0,0,1,0,0
figur couid synthetic virus ye real stay inside manmade virus,"[4, 7]",0,0,0,0,1,0,0,1,0,0,0
lose last symptom red velvet anti test urgent,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
beauty month year birthday end corona virus come hear amen,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
might bit corona throw hitter,"[3, 9, 10]",0,0,0,1,0,0,0,0,0,1,1
corona virus need fuck slowdown havent even lost virgin yet,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
passbook update primary concern bank custom inspire corona scare social distance,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
new model stim death us august couid,[8],0,0,0,0,0,0,0,0,1,0,0
jeanne danger leav behind two daughter to,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
couid test neg took day come back here,"[5, 9]",0,0,0,0,0,1,0,0,0,1,0
corona virus one big april fool joke pleas someone tell anyth one big april fool joke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
test radiant test couid asu swap project respond outbreak,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
go length remain rule not help combat couid tandem,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
fuck corona virus social media peopl give shit other shit wack man need way,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
el paso peopl pleas check link keep track el paso couid case,"[0, 8, 9]",1,0,0,0,0,0,0,0,1,1,0
quarantine day roommate two dog caught mouse hous,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
ok april fool day govern you tell us corona prank,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
livin wit grandpa job school basketball corona got feelin like big bum,"[3, 5]",0,0,0,1,0,1,0,0,0,0,0
got feel value late ex essential thank,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
really wait corona virus come april fool joke cant even mad of got us good cap,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
shouldn't take yo die govern realise someth need done tackle virus,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
fbi part april fool joke tomorrow shit aint gon na funny,[6],0,0,0,0,0,0,1,0,0,0,0
us underwood coverage colin usa case could urge central use cruise unit claim,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
may get championship ring may ever see go away corona,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
there way hell ass get test maam,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
do under corona you might well go head move along,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
hope get ok corona virus joke april fool govern today,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
anyon els gon na look back year remem its corona carol basin tiger,"[0, 5, 9, 10]",1,0,0,0,0,1,0,0,0,1,1
slow clap us found way make corona virus issue sham type govern,[6],0,0,0,0,0,0,1,0,0,0,0
russia soul active case corona virus,"[6, 7, 8]",0,0,0,0,0,0,1,1,1,0,0
stay home couid update country sri lana total case total death total recon total active case,[8],0,0,0,0,0,0,0,0,1,0,0
media tell come panic quan tell last day hour come not,"[2, 6]",0,0,1,0,0,0,1,0,0,0,0
isn't center take advantage situate mean corona lockdown say,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
cant believ one made throne joke,[10],0,0,0,0,0,0,0,0,0,0,1
feel ahead everybody first time life slowly turn regular peopl full blown hermit,"[2, 5, 10]",0,0,1,0,0,1,0,0,0,0,1
fact prob go come alive yet still know kill carol husband beyond,"[7, 10]",0,0,0,0,0,0,0,1,0,0,1
yeah corona doesn't take point id rather corona,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
alway either trump bad corona response cop bad couid response isn't either situate,[6],0,0,0,0,0,0,1,0,0,0,0
twenty new case my total jump office,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
point dont even wan na see word corona virus couid,[6],0,0,0,0,0,0,1,0,0,0,0
need digit health care system fight disease effect,"[0, 4, 9]",1,0,0,0,1,0,0,0,0,1,0
gon na keep outta april fool joke,"[6, 9, 10]",0,0,0,0,0,0,1,0,0,1,1
must read thread low level antibody recon couid case,"[0, 4, 8]",1,0,0,0,1,0,0,0,1,0,0
he member that get inside inform posit couid,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
yo corona gon na test see mani time run office straight,[10],0,0,0,0,0,0,0,0,0,0,1
cockroach bed corona blood april it update,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
nobody die virgin fuck us kurt cousin,"[3, 6, 10]",0,0,0,1,0,0,1,0,0,0,1
today fuck aw youd think corona virus would keep old men away jesus christ,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
let pregnant announce funny hate april fool day,[6],0,0,0,0,0,0,1,0,0,0,0
long think australia border close pleas retweet share,"[0, 3, 4]",1,0,0,1,1,0,0,0,0,0,0
be case corona virus yall happy leav hous everyday,[6],0,0,0,0,0,0,1,0,0,0,0
world reshape post corona era wit differ global polite map italy euro corona,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
midnight april it panic ao tag determine feel,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
hey remem worry russia good old day couid,[10],0,0,0,0,0,0,0,0,0,0,1
april fool joke haha go outside,[10],0,0,0,0,0,0,0,0,0,0,1
min corona virus reveal april fool joke cant wait,"[0, 3, 10]",1,0,0,1,0,0,0,0,0,0,1
cook labor dish like need stew half day couid,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
fox news ifl star allen robinson help feed chicago student impact crisis,"[1, 8]",0,1,0,0,0,0,0,0,1,0,0
today would perfect turn around like april fool none actual happen imagine,"[3, 5, 10]",0,0,0,1,0,1,0,0,0,0,1
okay malaysian has trigger actual suppose watch ver hot one concert,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
alaska report new case bring total confirm case total death couid,[8],0,0,0,0,0,0,0,0,1,0,0
brush corona virus really give mom easy excuse let leav hous,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
sir wanna city due corona outbreak convert heap body,"[3, 5, 6, 8]",0,0,0,1,0,1,1,0,1,0,0
much look discuss latest couid tonight team,"[0, 5, 8]",1,0,0,0,0,1,0,0,1,0,0
china new case came abroad probably trump fault,"[5, 7, 9]",0,0,0,0,0,1,0,1,0,1,0
